Node	Beg	End
aus0002_AC026VACXX_ATCACG_L005	1704274	1706194
aus0002_AC026VACXX_ATCACG_L005	1709263	1711781
aus0002_AC026VACXX_ATCACG_L005	1712437	1713257
aus0002_AC026VACXX_ATCACG_L005	1715505	1717460
aus0002_AC026VACXX_ATCACG_L005	1722395	1723702
aus0002_AC026VACXX_ATCACG_L005	1725855	1727453
aus0002_AC026VACXX_ATCACG_L005	1730571	1730604
aus0002_AC026VACXX_ATCACG_L005	1731231	1731546
aus0002_AC026VACXX_ATCACG_L005	1777975	1780188
aus0002_AC026VACXX_ATCACG_L005	1788452	1788865
aus0002_AC026VACXX_ATCACG_L005	1790701	1792788
aus0002_AC026VACXX_ATCACG_L005	1793552	1793906
aus0002_AC026VACXX_ATCACG_L005	1794610	1797378
aus0002_AC026VACXX_ATCACG_L005	1798124	1799649
aus0002_AC026VACXX_ATCACG_L005	1811755	1812703
aus0002_AC026VACXX_ATCACG_L005	1837251	1837739
aus0002_AC026VACXX_ATCACG_L005	1845790	1845950
aus0002_AC026VACXX_ATCACG_L005	1949564	1950135
aus0002_AC026VACXX_ATCACG_L005	1955244	1958107
aus0002_AC026VACXX_ATCACG_L005	1973021	1973351
aus0002_AC026VACXX_ATCACG_L005	1973899	1974465
aus0002_AC026VACXX_ATCACG_L005	1975597	1976273
aus0002_AC026VACXX_ATCACG_L005	2012871	2017559
aus0002_AC026VACXX_ATCACG_L005	2018727	2019855
aus0002_AC026VACXX_ATCACG_L005	2025695	2026651
aus0002_AC026VACXX_ATCACG_L005	2033254	2034016
aus0002_AC026VACXX_ATCACG_L005	2886735	2886857
aus0041_AC026VACXX_ACTTGA_L006	191510	192299
aus0041_AC026VACXX_ACTTGA_L006	193059	193913
aus0041_AC026VACXX_ACTTGA_L006	194552	196419
aus0041_AC026VACXX_ACTTGA_L006	200239	200680
aus0041_AC026VACXX_ACTTGA_L006	214052	214226
aus0041_AC026VACXX_ACTTGA_L006	215213	219099
aus0041_AC026VACXX_ACTTGA_L006	220250	222258
aus0041_AC026VACXX_ACTTGA_L006	223759	226568
aus0041_AC026VACXX_ACTTGA_L006	227607	228441
aus0041_AC026VACXX_ACTTGA_L006	229544	230840
aus0041_AC026VACXX_ACTTGA_L006	887281	887639
aus0041_AC026VACXX_ACTTGA_L006	915955	916523
aus0041_AC026VACXX_ACTTGA_L006	917595	917783
aus0041_AC026VACXX_ACTTGA_L006	930871	930896
aus0041_AC026VACXX_ACTTGA_L006	932067	936626
aus0041_AC026VACXX_ACTTGA_L006	958819	958826
aus0041_AC026VACXX_ACTTGA_L006	964796	970460
aus0041_AC026VACXX_ACTTGA_L006	978350	978838
aus0041_AC026VACXX_ACTTGA_L006	2476952	2477612
aus0041_AC026VACXX_ACTTGA_L006	2478392	2478470
AUSMDU00003372_S10_L001	1431696	1432492
AUSMDU00003372_S10_L001	1434129	1434498
AUSMDU00003372_S10_L001	1435603	1435864
AUSMDU00003372_S10_L001	1483545	1484767
AUSMDU00003372_S10_L001	1491450	1491856
AUSMDU00003372_S10_L001	1684695	1684869
AUSMDU00003372_S10_L001	1692316	1692498
AUSMDU00003372_S10_L001	1694453	1694924
AUSMDU00003372_S10_L001	1695874	1696077
AUSMDU00003372_S10_L001	1702527	1703145
AUSMDU00003372_S10_L001	1704259	1706210
AUSMDU00003372_S10_L001	1709263	1711607
AUSMDU00003372_S10_L001	1715505	1717460
AUSMDU00003372_S10_L001	1722395	1723273
AUSMDU00003372_S10_L001	1725855	1727453
AUSMDU00003372_S10_L001	1730571	1730604
AUSMDU00003372_S10_L001	1731231	1731546
AUSMDU00003372_S10_L001	1733049	1733064
AUSMDU00003372_S10_L001	1735392	1735783
AUSMDU00003372_S10_L001	1744252	1745064
AUSMDU00003372_S10_L001	1795171	1797378
AUSMDU00003372_S10_L001	1798124	1799649
AUSMDU00003372_S10_L001	1811755	1812703
AUSMDU00003372_S10_L001	1837251	1837739
AUSMDU00003372_S10_L001	1845790	1845950
AUSMDU00003372_S10_L001	1940031	1941143
AUSMDU00003372_S10_L001	1941857	1944442
AUSMDU00003372_S10_L001	1945184	1945667
AUSMDU00003372_S10_L001	1946432	1947582
AUSMDU00003372_S10_L001	1949138	1950501
AUSMDU00003372_S10_L001	1952280	1953246
AUSMDU00003372_S10_L001	1955815	1956956
AUSMDU00003372_S10_L001	1957784	1959031
AUSMDU00003372_S10_L001	1964404	1974418
AUSMDU00003372_S10_L001	2012789	2024721
AUSMDU00003372_S10_L001	2025695	2026651
AUSMDU00003372_S10_L001	2031277	2033377
AUSMDU00003372_S10_L001	2455527	2455594
AUSMDU00003387_S8_L001	818240	818265
AUSMDU00003387_S8_L001	2840739	2840811
AUSMDU00003373_S14_L001	801251	801434
AUSMDU00003373_S14_L001	809487	809824
AUSMDU00003373_S14_L001	812527	815261
AUSMDU00003373_S14_L001	887302	887785
AUSMDU00003373_S14_L001	911096	911369
AUSMDU00003373_S14_L001	926071	926672
AUSMDU00003373_S14_L001	929337	930239
AUSMDU00003373_S14_L001	1074274	1074297
AUSMDU00003373_S14_L001	1082503	1082722
AUSMDU00003373_S14_L001	1085932	1086838
AUSMDU00003373_S14_L001	1091364	1091768
AUSMDU00003373_S14_L001	1092324	1092928
AUSMDU00003373_S14_L001	1097207	1097270
AUSMDU00003373_S14_L001	1101425	1101777
AUSMDU00003373_S14_L001	1113150	1113273
AUSMDU00003373_S14_L001	1483545	1484767
AUSMDU00003373_S14_L001	1949564	1950253
AUSMDU00003373_S14_L001	1957016	1959031
AUSMDU00003373_S14_L001	1970892	1972749
AUSMDU00003373_S14_L001	1973262	1974418
AUSMDU00003373_S14_L001	2012747	2017559
AUSMDU00003373_S14_L001	2018686	2019855
AUSMDU00003373_S14_L001	2022793	2023992
AUSMDU00003373_S14_L001	2038248	2039275
AUSMDU00003373_S14_L001	2041278	2041617
AUSMDU00003373_S14_L001	2042716	2042950
AUSMDU00003373_S14_L001	2046645	2047305
AUSMDU00003373_S14_L001	2068263	2069831
AUSMDU00003373_S14_L001	2085150	2085622
AUSMDU00003373_S14_L001	2089998	2091804
AUSMDU00003373_S14_L001	2481207	2481335
AUSMDU00003373_S14_L001	2487121	2487964
AUSMDU00003373_S14_L001	2838601	2838682
AUSMDU00003373_S14_L001	2840766	2840811
AUSMDU00003373_S14_L001	2852775	2852862
AUSMDU00003373_S14_L001	2886832	2886985
AUSMDU00003373_S14_L001	2891883	2892578
AUSMDU00003373_S14_L001	2893344	2894302
AUSMDU00003373_S14_L001	2919522	2921142
aus0100_AC026VACXX_CAGATC_L008	564689	564737
aus0100_AC026VACXX_CAGATC_L008	796676	797463
aus0100_AC026VACXX_CAGATC_L008	887629	887635
aus0100_AC026VACXX_CAGATC_L008	2478378	2478383
aus0053_AC026VACXX_CTTGTA_L006	574581	574706
aus0053_AC026VACXX_CTTGTA_L006	792356	792653
aus0053_AC026VACXX_CTTGTA_L006	2455543	2455677
aus0053_AC026VACXX_CTTGTA_L006	2459041	2459662
aus0053_AC026VACXX_CTTGTA_L006	2479985	2480072
aus0016_AC026VACXX_GATCAG_L005	274453	274819
aus0016_AC026VACXX_GATCAG_L005	279030	281836
aus0016_AC026VACXX_GATCAG_L005	293351	294132
aus0016_AC026VACXX_GATCAG_L005	298341	298915
aus0016_AC026VACXX_GATCAG_L005	388875	388947
aus0016_AC026VACXX_GATCAG_L005	394439	394764
aus0016_AC026VACXX_GATCAG_L005	396483	396670
aus0016_AC026VACXX_GATCAG_L005	412033	412546
aus0016_AC026VACXX_GATCAG_L005	462193	462771
aus0016_AC026VACXX_GATCAG_L005	464747	465221
aus0016_AC026VACXX_GATCAG_L005	491452	491663
aus0016_AC026VACXX_GATCAG_L005	494798	495371
aus0016_AC026VACXX_GATCAG_L005	525889	526625
aus0016_AC026VACXX_GATCAG_L005	546950	547289
aus0016_AC026VACXX_GATCAG_L005	549855	550106
aus0016_AC026VACXX_GATCAG_L005	798601	798605
aus0016_AC026VACXX_GATCAG_L005	887630	887646
aus0016_AC026VACXX_GATCAG_L005	958762	958860
aus0016_AC026VACXX_GATCAG_L005	1000662	1001118
aus0016_AC026VACXX_GATCAG_L005	1008169	1008232
aus0016_AC026VACXX_GATCAG_L005	1010507	1010517
aus0016_AC026VACXX_GATCAG_L005	2478341	2478454
aus0016_AC026VACXX_GATCAG_L005	2815931	2815983
aus0029_AC026VACXX_CGATGT_L006	781314	781316
aus0029_AC026VACXX_CGATGT_L006	1611599	1611603
aus0098_AC026VACXX_GCCAAT_L008	797436	797457
aus0098_AC026VACXX_GCCAAT_L008	911150	911339
aus0098_AC026VACXX_GCCAAT_L008	2481128	2481246
aus0015_AC026VACXX_ACTTGA_L005	1900811	1900828
aus0021_AC026VACXX_CTTGTA_L005	568907	568970
aus0021_AC026VACXX_CTTGTA_L005	792271	793023
aus0021_AC026VACXX_CTTGTA_L005	795087	795599
aus0021_AC026VACXX_CTTGTA_L005	804257	811157
aus0021_AC026VACXX_CTTGTA_L005	812623	813991
aus0021_AC026VACXX_CTTGTA_L005	817331	819013
aus0021_AC026VACXX_CTTGTA_L005	878350	878373
aus0021_AC026VACXX_CTTGTA_L005	881140	881637
aus0021_AC026VACXX_CTTGTA_L005	886776	886910
aus0021_AC026VACXX_CTTGTA_L005	887478	887759
aus0021_AC026VACXX_CTTGTA_L005	910811	911334
aus0021_AC026VACXX_CTTGTA_L005	2168193	2168206
aus0021_AC026VACXX_CTTGTA_L005	2455513	2456051
aus0021_AC026VACXX_CTTGTA_L005	2457358	2457825
aus0021_AC026VACXX_CTTGTA_L005	2478358	2478401
aus0021_AC026VACXX_CTTGTA_L005	2479581	2479625
aus0021_AC026VACXX_CTTGTA_L005	2489318	2489642
aus0050_AC026VACXX_GGCTAC_L006	798033	798210
aus0050_AC026VACXX_GGCTAC_L006	884525	884895
aus0050_AC026VACXX_GGCTAC_L006	886934	887281
aus0050_AC026VACXX_GGCTAC_L006	2841823	2841936
AUSMDU00003367_S1_L001	800326	800351
AUSMDU00003367_S1_L001	801187	801203
AUSMDU00003367_S1_L001	812434	812572
AUSMDU00003367_S1_L001	813715	813819
aus0090_AC026VACXX_CGATGT_L008	234478	234865
aus0090_AC026VACXX_CGATGT_L008	236276	236884
aus0090_AC026VACXX_CGATGT_L008	237492	238754
aus0090_AC026VACXX_CGATGT_L008	240187	247202
aus0090_AC026VACXX_CGATGT_L008	249168	249360
aus0090_AC026VACXX_CGATGT_L008	250044	250153
aus0090_AC026VACXX_CGATGT_L008	280813	280822
aus0090_AC026VACXX_CGATGT_L008	576253	576255
aus0090_AC026VACXX_CGATGT_L008	2481207	2481236
aus0090_AC026VACXX_CGATGT_L008	2838667	2838673
AUSMDU00003349_S8_L001	434821	435100
AUSMDU00003349_S8_L001	547087	547302
AUSMDU00003349_S8_L001	573773	573796
AUSMDU00003349_S8_L001	960874	960889
aus0080_AC026VACXX_TAGCTT_L007	532291	534496
aus0080_AC026VACXX_TAGCTT_L007	539922	545453
aus0087_AC026VACXX_ATCACG_L008	573700	574578
aus0087_AC026VACXX_ATCACG_L008	723773	723823
aus0087_AC026VACXX_ATCACG_L008	1664484	1666471
aus0087_AC026VACXX_ATCACG_L008	2221445	2226175
aus0087_AC026VACXX_ATCACG_L008	2229023	2231857
aus0087_AC026VACXX_ATCACG_L008	2238210	2238734
aus0087_AC026VACXX_ATCACG_L008	2455552	2455674
aus0087_AC026VACXX_ATCACG_L008	2476726	2477690
aus0087_AC026VACXX_ATCACG_L008	2481213	2481246
aus0094_AC026VACXX_ACAGTG_L008	563179	563197
aus0094_AC026VACXX_ACAGTG_L008	564296	564980
aus0094_AC026VACXX_ACAGTG_L008	567756	568425
aus0094_AC026VACXX_ACAGTG_L008	573826	574047
aus0094_AC026VACXX_ACAGTG_L008	574701	575770
aus0094_AC026VACXX_ACAGTG_L008	812431	812569
aus0094_AC026VACXX_ACAGTG_L008	2478358	2478401
aus0094_AC026VACXX_ACAGTG_L008	2481128	2481246
aus0094_AC026VACXX_ACAGTG_L008	2838583	2838682
aus0012_AC026VACXX_GCCAAT_L005	412468	412570
aus0012_AC026VACXX_GCCAAT_L005	574803	574987
aus0012_AC026VACXX_GCCAAT_L005	781314	781316
aus0012_AC026VACXX_GCCAAT_L005	887478	887668
aus0012_AC026VACXX_GCCAAT_L005	911096	911369
aus0012_AC026VACXX_GCCAAT_L005	2478341	2478386
aus0012_AC026VACXX_GCCAAT_L005	2489485	2489617
aus0012_AC026VACXX_GCCAAT_L005	2840749	2840811
AUSMDU00003382_S19_L001	298288	298379
AUSMDU00003382_S19_L001	303454	303484
AUSMDU00003382_S19_L001	545724	545742
AUSMDU00003382_S19_L001	797581	798563
AUSMDU00003382_S19_L001	887281	887840
AUSMDU00003382_S19_L001	902853	902943
AUSMDU00003382_S19_L001	2237584	2237689
AUSMDU00003382_S19_L001	2448048	2448058
AUSMDU00003382_S19_L001	2458339	2458363
AUSMDU00003382_S19_L001	2476863	2476869
AUSMDU00003382_S19_L001	2481128	2484339
AUSMDU00003382_S19_L001	2485415	2486301
AUSMDU00003382_S19_L001	2486964	2488207
AUSMDU00003382_S19_L001	2489356	2489498
AUSMDU00003382_S19_L001	2490249	2491595
AUSMDU00003385_S31_L001	1899997	1900078
aus0031_AC026VACXX_TGACCA_L006	791473	791481
aus0031_AC026VACXX_TGACCA_L006	795386	795599
aus0031_AC026VACXX_TGACCA_L006	798033	798308
aus0031_AC026VACXX_TGACCA_L006	884136	884587
aus0031_AC026VACXX_TGACCA_L006	886934	887755
aus0031_AC026VACXX_TGACCA_L006	2223325	2223363
aus0031_AC026VACXX_TGACCA_L006	2230480	2230512
aus0031_AC026VACXX_TGACCA_L006	2244455	2244504
aus0031_AC026VACXX_TGACCA_L006	2478350	2478386
aus0031_AC026VACXX_TGACCA_L006	2479583	2481246
AUSMDU00003369_S4_L001	214052	214190
AUSMDU00003369_S4_L001	233591	239232
AUSMDU00003369_S4_L001	267304	267738
AUSMDU00003369_S4_L001	279030	279518
AUSMDU00003369_S4_L001	280018	281836
AUSMDU00003369_S4_L001	293351	294132
AUSMDU00003369_S4_L001	298704	298915
AUSMDU00003369_S4_L001	388875	389501
AUSMDU00003369_S4_L001	392572	393684
AUSMDU00003369_S4_L001	394436	394833
AUSMDU00003369_S4_L001	396483	396670
AUSMDU00003369_S4_L001	398578	398873
AUSMDU00003369_S4_L001	401972	401982
AUSMDU00003369_S4_L001	412033	412546
AUSMDU00003369_S4_L001	462177	463574
AUSMDU00003369_S4_L001	464159	465423
AUSMDU00003369_S4_L001	481724	482768
AUSMDU00003369_S4_L001	483831	484359
AUSMDU00003369_S4_L001	491394	491677
AUSMDU00003369_S4_L001	495140	495465
AUSMDU00003369_S4_L001	502723	502826
AUSMDU00003369_S4_L001	798875	799196
AUSMDU00003369_S4_L001	801188	801967
AUSMDU00003369_S4_L001	802685	804992
AUSMDU00003369_S4_L001	812544	814882
AUSMDU00003369_S4_L001	817259	817799
AUSMDU00003369_S4_L001	818651	818976
AUSMDU00003369_S4_L001	877110	878373
AUSMDU00003369_S4_L001	881541	881619
AUSMDU00003369_S4_L001	882567	883096
AUSMDU00003369_S4_L001	883762	885184
AUSMDU00003369_S4_L001	886867	887563
AUSMDU00003369_S4_L001	1008169	1008232
AUSMDU00003369_S4_L001	1013590	1014757
AUSMDU00003369_S4_L001	1031781	1032827
AUSMDU00003369_S4_L001	1047057	1047523
AUSMDU00003369_S4_L001	1063918	1064326
AUSMDU00003369_S4_L001	1371840	1372105
AUSMDU00003369_S4_L001	1386272	1386275
AUSMDU00003369_S4_L001	1390852	1390975
AUSMDU00003369_S4_L001	1400045	1400463
AUSMDU00003369_S4_L001	1405286	1406237
AUSMDU00003369_S4_L001	1419703	1421060
AUSMDU00003369_S4_L001	1422131	1422285
AUSMDU00003369_S4_L001	1425591	1425753
AUSMDU00003369_S4_L001	1428607	1430278
AUSMDU00003369_S4_L001	1439063	1440164
AUSMDU00003369_S4_L001	1441735	1442183
AUSMDU00003369_S4_L001	1443939	1444689
AUSMDU00003369_S4_L001	1446703	1447307
AUSMDU00003369_S4_L001	1454456	1456615
AUSMDU00003369_S4_L001	1460902	1461049
AUSMDU00003369_S4_L001	1472677	1473311
AUSMDU00003369_S4_L001	1475314	1475394
AUSMDU00003369_S4_L001	1476421	1477299
AUSMDU00003369_S4_L001	1479122	1480081
AUSMDU00003369_S4_L001	1709679	1710030
AUSMDU00003369_S4_L001	1710878	1711193
AUSMDU00003369_S4_L001	1716149	1717270
AUSMDU00003369_S4_L001	1899997	1900009
AUSMDU00003369_S4_L001	2165210	2166044
AUSMDU00003369_S4_L001	2212054	2212173
AUSMDU00003369_S4_L001	2239170	2239582
AUSMDU00003369_S4_L001	2455758	2456123
AUSMDU00003369_S4_L001	2457439	2458363
AUSMDU00003369_S4_L001	2476817	2476944
AUSMDU00003369_S4_L001	2489537	2490253
AUSMDU00003357_S19_L001	2165471	2165474
AUSMDU00003353_S12_L001	434821	435100
AUSMDU00003353_S12_L001	540193	542919
AUSMDU00003353_S12_L001	543624	547218
AUSMDU00003353_S12_L001	548974	549056
AUSMDU00003353_S12_L001	812430	812449
aus0010_AC026VACXX_ACAGTG_L005	528270	528276
aus0010_AC026VACXX_ACAGTG_L005	545253	546111
aus0010_AC026VACXX_ACAGTG_L005	547087	547124
aus0010_AC026VACXX_ACAGTG_L005	549101	549561
aus0010_AC026VACXX_ACAGTG_L005	550195	550218
aus0010_AC026VACXX_ACAGTG_L005	551805	553403
aus0010_AC026VACXX_ACAGTG_L005	573826	573928
aus0010_AC026VACXX_ACAGTG_L005	646677	647244
aus0010_AC026VACXX_ACAGTG_L005	650870	650886
aus0010_AC026VACXX_ACAGTG_L005	652009	652052
aus0010_AC026VACXX_ACAGTG_L005	654942	655756
aus0010_AC026VACXX_ACAGTG_L005	657997	659101
aus0010_AC026VACXX_ACAGTG_L005	659802	660175
aus0010_AC026VACXX_ACAGTG_L005	795374	795405
aus0010_AC026VACXX_ACAGTG_L005	796880	797645
aus0010_AC026VACXX_ACAGTG_L005	799440	799741
aus0010_AC026VACXX_ACAGTG_L005	801358	801958
aus0010_AC026VACXX_ACAGTG_L005	804770	804824
aus0010_AC026VACXX_ACAGTG_L005	806711	806939
aus0010_AC026VACXX_ACAGTG_L005	807580	807914
aus0010_AC026VACXX_ACAGTG_L005	809077	809224
aus0010_AC026VACXX_ACAGTG_L005	811066	811510
aus0010_AC026VACXX_ACAGTG_L005	812155	815261
aus0010_AC026VACXX_ACAGTG_L005	816573	816888
aus0010_AC026VACXX_ACAGTG_L005	818249	818654
aus0010_AC026VACXX_ACAGTG_L005	883753	884892
aus0010_AC026VACXX_ACAGTG_L005	886883	887690
aus0010_AC026VACXX_ACAGTG_L005	1435614	1435864
aus0010_AC026VACXX_ACAGTG_L005	1575377	1576282
aus0010_AC026VACXX_ACAGTG_L005	1722359	1722376
aus0010_AC026VACXX_ACAGTG_L005	1956294	1956645
aus0010_AC026VACXX_ACAGTG_L005	1958627	1958699
aus0010_AC026VACXX_ACAGTG_L005	2012789	2019701
aus0010_AC026VACXX_ACAGTG_L005	2028235	2028671
aus0010_AC026VACXX_ACAGTG_L005	2031000	2031004
aus0010_AC026VACXX_ACAGTG_L005	2032018	2032198
aus0010_AC026VACXX_ACAGTG_L005	2037358	2037819
aus0010_AC026VACXX_ACAGTG_L005	2045727	2046195
aus0010_AC026VACXX_ACAGTG_L005	2047299	2047918
aus0010_AC026VACXX_ACAGTG_L005	2177419	2178671
aus0010_AC026VACXX_ACAGTG_L005	2181400	2187614
aus0010_AC026VACXX_ACAGTG_L005	2196300	2198475
aus0010_AC026VACXX_ACAGTG_L005	2243519	2245065
aus0010_AC026VACXX_ACAGTG_L005	2455543	2455838
aus0065_AC026VACXX_ACAGTG_L007	38992	39062
aus0065_AC026VACXX_ACAGTG_L007	422342	422484
aus0065_AC026VACXX_ACAGTG_L007	820629	821145
aus0065_AC026VACXX_ACAGTG_L007	1734791	1735947
aus0065_AC026VACXX_ACAGTG_L007	1736575	1738409
aus0065_AC026VACXX_ACAGTG_L007	1738949	1738966
aus0065_AC026VACXX_ACAGTG_L007	1741513	1743811
aus0065_AC026VACXX_ACAGTG_L007	1744343	1755700
aus0065_AC026VACXX_ACAGTG_L007	1757390	1757850
aus0065_AC026VACXX_ACAGTG_L007	1758414	1759260
aus0065_AC026VACXX_ACAGTG_L007	1760918	1761275
aus0065_AC026VACXX_ACAGTG_L007	1763393	1763658
aus0065_AC026VACXX_ACAGTG_L007	1765197	1765791
aus0065_AC026VACXX_ACAGTG_L007	1767350	1768330
aus0065_AC026VACXX_ACAGTG_L007	1770981	1771091
aus0065_AC026VACXX_ACAGTG_L007	1856694	1856866
aus0065_AC026VACXX_ACAGTG_L007	1905796	1905859
aus0065_AC026VACXX_ACAGTG_L007	1949375	1950417
aus0065_AC026VACXX_ACAGTG_L007	1951527	1955821
aus0065_AC026VACXX_ACAGTG_L007	1956401	1958939
aus0065_AC026VACXX_ACAGTG_L007	2085150	2087639
aus0065_AC026VACXX_ACAGTG_L007	2089998	2092771
aus0065_AC026VACXX_ACAGTG_L007	2096291	2107656
aus0065_AC026VACXX_ACAGTG_L007	2108298	2109760
aus0065_AC026VACXX_ACAGTG_L007	2136603	2144732
aus0065_AC026VACXX_ACAGTG_L007	2149479	2149528
aus0065_AC026VACXX_ACAGTG_L007	2153008	2153474
aus0065_AC026VACXX_ACAGTG_L007	2155766	2156223
aus0065_AC026VACXX_ACAGTG_L007	2158064	2158422
aus0065_AC026VACXX_ACAGTG_L007	2159680	2160704
aus0065_AC026VACXX_ACAGTG_L007	2164747	2168214
aus0065_AC026VACXX_ACAGTG_L007	2169917	2173930
aus0065_AC026VACXX_ACAGTG_L007	2174880	2177343
aus0065_AC026VACXX_ACAGTG_L007	2488910	2488946
aus0092_AC026VACXX_TGACCA_L008	5150	5843
aus0092_AC026VACXX_TGACCA_L008	6885	7434
aus0092_AC026VACXX_TGACCA_L008	14894	14908
aus0092_AC026VACXX_TGACCA_L008	19861	20174
aus0092_AC026VACXX_TGACCA_L008	24920	26794
aus0092_AC026VACXX_TGACCA_L008	39574	39952
aus0092_AC026VACXX_TGACCA_L008	42257	42642
aus0092_AC026VACXX_TGACCA_L008	50326	50446
aus0092_AC026VACXX_TGACCA_L008	107094	107800
aus0092_AC026VACXX_TGACCA_L008	109796	110212
aus0092_AC026VACXX_TGACCA_L008	329648	330023
aus0092_AC026VACXX_TGACCA_L008	330556	331734
aus0092_AC026VACXX_TGACCA_L008	335980	338364
aus0092_AC026VACXX_TGACCA_L008	339478	339703
aus0092_AC026VACXX_TGACCA_L008	553487	553629
aus0092_AC026VACXX_TGACCA_L008	575605	575674
aus0092_AC026VACXX_TGACCA_L008	792108	793023
aus0092_AC026VACXX_TGACCA_L008	797691	798321
aus0092_AC026VACXX_TGACCA_L008	801396	802982
aus0092_AC026VACXX_TGACCA_L008	804770	804824
aus0092_AC026VACXX_TGACCA_L008	807545	808386
aus0092_AC026VACXX_TGACCA_L008	809001	810991
aus0092_AC026VACXX_TGACCA_L008	814184	815571
aus0092_AC026VACXX_TGACCA_L008	816348	818270
aus0092_AC026VACXX_TGACCA_L008	820638	821559
aus0092_AC026VACXX_TGACCA_L008	883769	884685
aus0092_AC026VACXX_TGACCA_L008	887269	887782
aus0092_AC026VACXX_TGACCA_L008	889037	889461
aus0092_AC026VACXX_TGACCA_L008	890894	891122
aus0092_AC026VACXX_TGACCA_L008	892853	894621
aus0092_AC026VACXX_TGACCA_L008	895218	895935
aus0092_AC026VACXX_TGACCA_L008	896697	896890
aus0092_AC026VACXX_TGACCA_L008	897737	901343
aus0092_AC026VACXX_TGACCA_L008	901842	902154
aus0092_AC026VACXX_TGACCA_L008	903232	903659
aus0092_AC026VACXX_TGACCA_L008	904402	904849
aus0092_AC026VACXX_TGACCA_L008	905464	905944
aus0092_AC026VACXX_TGACCA_L008	911096	911369
aus0092_AC026VACXX_TGACCA_L008	1435603	1435620
aus0092_AC026VACXX_TGACCA_L008	1575377	1576334
aus0092_AC026VACXX_TGACCA_L008	1946858	1947797
aus0092_AC026VACXX_TGACCA_L008	1956294	1956645
aus0092_AC026VACXX_TGACCA_L008	1958627	1958699
aus0092_AC026VACXX_TGACCA_L008	2012949	2017000
aus0092_AC026VACXX_TGACCA_L008	2019074	2019653
aus0092_AC026VACXX_TGACCA_L008	2045964	2046078
aus0092_AC026VACXX_TGACCA_L008	2081849	2081936
aus0092_AC026VACXX_TGACCA_L008	2085150	2085453
aus0092_AC026VACXX_TGACCA_L008	2090478	2090664
aus0092_AC026VACXX_TGACCA_L008	2117013	2117674
aus0092_AC026VACXX_TGACCA_L008	2118947	2119711
aus0092_AC026VACXX_TGACCA_L008	2126285	2126345
aus0092_AC026VACXX_TGACCA_L008	2133289	2133346
aus0092_AC026VACXX_TGACCA_L008	2134139	2135317
aus0092_AC026VACXX_TGACCA_L008	2140969	2141020
aus0092_AC026VACXX_TGACCA_L008	2146930	2147565
aus0092_AC026VACXX_TGACCA_L008	2153429	2153474
aus0092_AC026VACXX_TGACCA_L008	2157142	2157657
aus0092_AC026VACXX_TGACCA_L008	2166507	2168179
aus0092_AC026VACXX_TGACCA_L008	2169931	2177343
aus0092_AC026VACXX_TGACCA_L008	2243753	2245083
aus0092_AC026VACXX_TGACCA_L008	2457823	2457874
aus0092_AC026VACXX_TGACCA_L008	2487845	2487926
aus0092_AC026VACXX_TGACCA_L008	2620219	2620660
aus0092_AC026VACXX_TGACCA_L008	2633143	2634701
aus0092_AC026VACXX_TGACCA_L008	2857873	2857914
aus0092_AC026VACXX_TGACCA_L008	2886946	2886975
aus0092_AC026VACXX_TGACCA_L008	2944965	2945925
aus0092_AC026VACXX_TGACCA_L008	2956476	2956743
aus0092_AC026VACXX_TGACCA_L008	2957703	2959599
aus0092_AC026VACXX_TGACCA_L008	2960389	2960750
aus0092_AC026VACXX_TGACCA_L008	2962208	2962313
aus0092_AC026VACXX_TGACCA_L008	2977250	2977385
aus0092_AC026VACXX_TGACCA_L008	2980134	2981329
CP003351	564689	564803
CP003351	678352	678356
CP003351	809497	810667
CP003351	813715	813819
CP003351	816897	817730
CP003351	818663	818729
CP003351	909611	909620
CP003351	1855031	1855047
CP003351	1910924	1910992
CP003351	2455795	2455820
CP003351	2489203	2489305
aus0045_AC026VACXX_GATCAG_L006	878350	878373
aus0045_AC026VACXX_GATCAG_L006	881140	881637
aus0045_AC026VACXX_GATCAG_L006	884584	884831
aus0045_AC026VACXX_GATCAG_L006	886776	887551
aus0045_AC026VACXX_GATCAG_L006	2477617	2478454
aus0045_AC026VACXX_GATCAG_L006	2481174	2481236
aus0040_AC026VACXX_CAGATC_L006	1583766	1583885
aus0040_AC026VACXX_CAGATC_L006	1589833	1589863
aus0040_AC026VACXX_CAGATC_L006	1594357	1596119
aus0040_AC026VACXX_CAGATC_L006	1597829	1614537
aus0040_AC026VACXX_CAGATC_L006	1615373	1615996
AUSMDU00003348_S7_L001	434821	435100
AUSMDU00003348_S7_L001	547087	547218
AUSMDU00003377_S30_L001	573721	574614
aus0038_AC026VACXX_ACAGTG_L006	791331	791760
aus0038_AC026VACXX_ACAGTG_L006	795383	795527
aus0038_AC026VACXX_ACAGTG_L006	797583	798056
aus0038_AC026VACXX_ACAGTG_L006	818672	818906
aus0038_AC026VACXX_ACAGTG_L006	878350	878373
aus0038_AC026VACXX_ACAGTG_L006	880539	881637
aus0038_AC026VACXX_ACAGTG_L006	883027	883129
aus0038_AC026VACXX_ACAGTG_L006	883762	885768
aus0038_AC026VACXX_ACAGTG_L006	886808	887622
aus0038_AC026VACXX_ACAGTG_L006	2240261	2240469
aus0038_AC026VACXX_ACAGTG_L006	2458336	2458343
