Sample,ST,atpA,ddl,gdh,purK,gyd,pstS,adk,mismatches,uncertainty,depth,maxMAF,Aac6-Aph2_AGly,Aac6-Ii_AGly,Aac6-Im_AGly,Ant6-Ia_AGly,Aph2''I_AGly,Aph2-Ib_AGly,Aph3-III_AGly,CatA9_Phe,CatA_Phe,Dfr_Tmt,ErmA_MLS,ErmB_MLS,ErmC_MLS,LnuB_MLS,MsrC_MLS,Sat4A_AGly,Spc_AGly,TetL_Tet,TetM_Tet,TetO_Tet,VanA_Gly,VanB_Gly,VanH-B_Gly,VanH-Pt_Gly,VanR-A_Gly,VanR-B_Gly,VanS-A_Gly,VanS-B_Gly,VanW-B_Gly,VanX-B_Gly,VanX-M_Gly,VanX_Gly,VanY-A_Gly,VanY-B_Gly,VanZ-A_Gly
aus0041_AC026VACXX_ACTTGA_L006,203,15,1,1,1,1,20,1,0,-,527.2202857,0.050359712,Aac6-Aph2_1686,Aac6-Ii_591*,-,Ant6-Ia_1633,-,-,Aph3-III_268,-,-,DfrG_1081,ErmA_857,ErmB_841*,-,LnuB_1508*,MsrC_304*,Sat4A_586,Spc_73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aus0045_AC026VACXX_GATCAG_L006,203,15,1,1,1,1,20,1,0,-,568.7737143,0.046753247,Aac6-Aph2_1686,Aac6-Ii_591*,-,Ant6-Ia_1633,-,-,Aph3-III_268,-,-,-,-,ErmB_841*,-,LnuB_1508*,MsrC_304*,-,-,-,-,-,-,VanB_1060*,VanH-B_552*,-,-,VanR-B_1472,-,VanS-B_1672*,VanW-B_487*,VanX-B_1191,-,-,-,-,-
aus0048_AC026VACXX_TAGCTT_L006,203,15,1,1,1,1,20,1,0,-,644.198,0.051546392,Aac6-Aph2_1686,Aac6-Ii_591*,-,Ant6-Ia_1633,-,-,Aph3-III_268,-,-,-,-,ErmB_841*,-,LnuB_1508*,MsrC_304*,Sat4A_586*,-,-,-,-,-,VanB_1060,VanH-B_552*,-,-,VanR-B_1472*,-,VanS-B_1672*,VanW-B_487*?,VanX-B_1191,-,-,-,VanY-B_1502*,-
aus0050_AC026VACXX_GGCTAC_L006,252,1,5,1,1,1,1,1,0,-,314.1585714,0.049295775,-,Aac6-Ii_591*,-,-,-,-,Aph3-III_268*?,-,-,DfrG_1081,-,ErmB_841*,-,-,MsrC_304*,-,-,-,TetM_831*,-,-,VanB_1060,VanH-B_552*,-,-,VanR-B_1472*,-,VanS-B_1672*,VanW-B_487*?,VanX-B_1191,-,-,-,VanY-B_1502,-
aus0053_AC026VACXX_CTTGTA_L006,203,15,1,1,1,1,20,1,0,-,762.6517143,0.033663366,Aac6-Aph2_1686,Aac6-Ii_591*,-,Ant6-Ia_1633,-,-,Aph3-III_268,-,-,DfrG_1081*?,-,ErmB_841*,-,LnuB_1508*,MsrC_304*,-,-,-,-,-,-,VanB_1060,VanH-B_552*,-,-,-,-,-,-,VanX-B_1191,-,-,-,VanY-B_1502?,-
aus0055_AC026VACXX_ATCACG_L007,203,15,1,1,1,1,20,1,0,-,617.0831429,0.051987768,Aac6-Aph2_1686*,Aac6-Ii_591*,-,Ant6-Ia_1633,-,-,Aph3-III_268,-,-,-,-,ErmB_841*,-,-,MsrC_304*,Sat4A_586*,-,-,TetM_831*,-,-,VanB_1060*,VanH-B_552*,-,-,VanR-B_1472,-,VanS-B_1672*,VanW-B_487*,VanX-B_1191,-,-,-,VanY-B_1502,-
aus0057_AC026VACXX_CGATGT_L007,252,1,5,1,1,1,1,1,0,-,826.3337143,0.032150776,-,Aac6-Ii_591*,-,Ant6-Ia_1633,-,-,Aph3-III_268*,-,-,-,-,ErmB_841*,-,-,MsrC_304*,Sat4A_586,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aus0063_AC026VACXX_TTAGGC_L007,132,7,1,1,1,12,1,1,0,-,728.171,0.036745407,-,Aac6-Ii_591*,-,-,-,-,-,-,-,-,-,-,ErmT_854*,-,MsrC_304*,-,-,TetL_1674*?,TetM_831*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aus0064_AC026VACXX_TGACCA_L007,252,1,5,1,1,1,1,1,0,-,781.9765714,0.041878173,-,Aac6-Ii_591*,-,Ant6-Ia_1633,-,-,Aph3-III_268*,-,-,-,-,ErmB_841*,-,-,MsrC_304*,Sat4A_586,-,-,-,TetO_834*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aus0065_AC026VACXX_ACAGTG_L007,341,15,5,1,1,1,1,1,0,-,600.9085714,0.030405405,Aac6-Aph2_1686,Aac6-Ii_591*,-,Ant6-Ia_1633,-,-,Aph3-III_268*,-,-,-,-,ErmB_841*,-,-,MsrC_304*,Sat4A_586,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aus0069_AC026VACXX_GCCAAT_L007,414,15,5,1,1,1,20,1,0,-,609.5895714,0.038590604,-,Aac6-Ii_591*,-,Ant6-Ia_1633,-,-,Aph3-III_268,-,-,DfrG_1081,-,ErmB_841*,ErmT_854*,-,MsrC_304*,Sat4A_586,-,-,TetM_831*,-,-,VanB_1060,VanH-B_552*,-,-,VanR-B_1472*,-,VanS-B_1672*,VanW-B_487*?,VanX-B_1191,-,-,-,VanY-B_1502*,-
aus0070_AC026VACXX_CAGATC_L007,203,15,1,1,1,1,20,1,0,-,661.9841429,0.037371134,Aac6-Aph2_1686,Aac6-Ii_591*,-,Ant6-Ia_1633,-,-,Aph3-III_268,-,-,-,-,ErmB_841*,-,LnuB_1508*,MsrC_304*,-,-,-,TetM_831*,-,-,VanB_1060*,VanH-B_552*,-,-,VanR-B_1472,-,VanS-B_1672*,VanW-B_487*,VanX-B_1191,-,-,-,VanY-B_1502,-
aus0071_AC026VACXX_ACTTGA_L007,252,1,5,1,1,1,1,1,0,-,622.5338571,0.04341534,Aac6-Aph2_1686*,Aac6-Ii_591*,-,-,-,-,Aph3-III_268,-,-,DfrG_1081,-,ErmB_841*,-,-,MsrC_304*,-,-,-,TetM_831*,-,-,VanB_1060,VanH-B_552*,-,-,VanR-B_1472*,-,VanS-B_1672*,VanW-B_487*?,VanX-B_1191,-,-,-,VanY-B_1502*,-
aus0078_AC026VACXX_GATCAG_L007,203,15,1,1,1,1,20,1,0,-,402.0187143,0.03125,Aac6-Aph2_1686*,Aac6-Ii_591*,-,Ant6-Ia_1633,-,-,Aph3-III_268,-,-,-,-,ErmB_841*,-,-,MsrC_304*,Sat4A_586*,-,-,TetM_831*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aus0080_AC026VACXX_TAGCTT_L007,17,1,1,1,1,1,1,1,0,-,566.4737143,0.035413153,-,Aac6-Ii_591*,-,-,-,-,-,-,-,DfrG_1081,-,ErmB_841*,-,-,MsrC_304*,-,-,-,TetM_831*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aus0081_AC026VACXX_GGCTAC_L007,483,15,1,39,1,1,20,1,0,-,400.6511429,0.038327526,Aac6-Aph2_1686,Aac6-Ii_591*,-,Ant6-Ia_1633,-,-,Aph3-III_268,-,-,-,-,ErmB_841*,-,LnuB_1508*,MsrC_304*,Sat4A_586*,-,-,TetM_831*,-,-,VanB_1060*,VanH-B_552*,-,-,VanR-B_1472,-,VanS-B_1672*,VanW-B_487*,VanX-B_1191,-,-,-,VanY-B_1502,-
aus0084_AC026VACXX_CTTGTA_L007,17,1,1,1,1,1,1,1,0,-,657.5064286,0.040214477,Aac6-Aph2_1686?,Aac6-Ii_591*,-,Ant6-Ia_1633,-,-,Aph3-III_268,-,-,DfrG_1081,-,ErmB_841*,-,LnuB_1508*,MsrC_304*,Sat4A_586*?,-,-,TetM_831*,-,-,VanB_1060,VanH-B_552*,-,-,VanR-B_1472*,-,VanS-B_1672*,VanW-B_487*?,VanX-B_1191,-,-,-,VanY-B_1502,-
aus0087_AC026VACXX_ATCACG_L008,203,15,1,1,1,1,20,1,0,-,1056.323429,0.021494371,Aac6-Aph2_1686,Aac6-Ii_591*,-,Ant6-Ia_1633,-,-,Aph3-III_268,-,-,-,-,ErmB_841*,-,-,MsrC_304*,-,-,-,TetM_831*,-,-,VanB_1060*,VanH-B_552*,-,-,VanR-B_1472*,-,VanS-B_1672*,VanW-B_487*?,VanX-B_1191,-,-,-,VanY-B_1502*,-
aus0090_AC026VACXX_CGATGT_L008,203,15,1,1,1,1,20,1,0,-,784.1451429,0.029161604,Aac6-Aph2_1686*,Aac6-Ii_591*,-,Ant6-Ia_1633,-,-,Aph3-III_268,-,-,-,-,ErmB_841*,-,-,MsrC_304*,-,-,-,TetM_831*,-,-,VanB_1058*,VanH-B_552*,-,-,VanR-B_1472,-,VanS-B_1672*,VanW-B_487,VanX-B_1191*,-,-,-,VanY-B_1502,-
aus0091_AC026VACXX_TTAGGC_L008,203,15,1,1,1,1,20,1,0,-,472.4098571,0.033530572,-,Aac6-Ii_591*,-,Ant6-Ia_1633,-,-,Aph3-III_268,-,-,-,-,ErmB_841*,-,LnuB_1508*,MsrC_304*,Sat4A_586*,-,-,-,-,-,VanB_1060,VanH-B_552*,-,-,VanR-B_1472*,-,VanS-B_1672*,VanW-B_487*?,VanX-B_1191,-,-,-,VanY-B_1502*,-
aus0092_AC026VACXX_TGACCA_L008,55,2,1,1,2,1,1,1,0,-,1020.281,0.041411043,-,Aac6-Ii_591*,-,-,-,-,-,-,-,-,-,-,-,-,MsrC_304*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aus0094_AC026VACXX_ACAGTG_L008,17,1,1,1,1,1,1,1,0,-,175.8767143,0.057324841,Aac6-Aph2_1686,Aac6-Ii_591*,-,-,-,-,-,-,Cat-pC223_1184,DfrG_1081,-,ErmB_841*,-,-,MsrC_304*,-,-,TetL_1674,TetM_831*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aus0098_AC026VACXX_GCCAAT_L008,17,1,1,1,1,1,1,1,0,-,190.158,0.060810811,Aac6-Aph2_1686,Aac6-Ii_591*,-,-,-,-,-,-,Cat-pC223_1184,DfrG_1081,-,ErmB_841*,-,-,MsrC_304*,-,-,TetL_1674,TetM_831*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aus0100_AC026VACXX_CAGATC_L008,17,1,1,1,1,1,1,1,0,-,645.4427143,0.04206501,-,Aac6-Ii_591*,-,-,-,-,-,-,Cat-pC223_1184,DfrG_1081,-,ErmB_841*,-,-,MsrC_304*,-,-,-,TetM_831*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aus0101_AC026VACXX_ACTTGA_L008,22,2,3,1,2,1,1,1,0,-,1146.545,0.033515199,-,Aac6-Ii_591*,-,-,-,-,-,-,-,-,-,-,-,-,MsrC_304*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aus0103_AC026VACXX_GATCAG_L008,495,46,8,10,17,1,46,11,0,-,352.17,0.026785714,-,Aac6-Ii_591*,-,-,-,-,-,-,-,-,-,-,-,-,MsrC_304*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
